;;;;;;;;;;;Population;;;;;;;;;;;;Fertility;;;;;;;Mortality;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Migration;
2464;Estimates;Africa;;903;;;2;Region;1840;1967; 333.461 ; 337.851 ; 167.837 ; 170.014 ;11,4;98,7;16,9; 8.802 ;26,1; 8.779 ;2,6;26,7; 15.946 ; 2.433 ; 47,2 ; 6,7 ; 2,2 ; 29,3 ; 104 ; 7.144 ; 3.785 ; 3.359 ; 21,1 ; 43,7 ; 41,8 ; 45,8 ; 45,7 ; 43,8 ; 47,7 ; 11,3 ; 10,7 ; 11,8 ; 5,0 ; 4,7 ; 5,2 ; 2.207 ; 139,3 ; 14.427 ; 3.822 ; 247 ; 418 ; 441 ; 395 ; 579 ; 616 ; 540 ; 275 ; 306 ; 244 ; 406 ; 450 ; 361 ;-23,4 ;-0,1 
2465;Estimates;Africa;;903;;;2;Region;1840;1968; 342.240 ; 346.801 ; 172.260 ; 174.541 ;11,7;98,7;16,9; 9.144 ;26,4; 9.121 ;2,6;26,4; 16.331 ; 2.486 ; 47,1 ; 6,7 ; 2,2 ; 29,3 ; 104 ; 7.187 ; 3.804 ; 3.383 ; 20,7 ; 44,3 ; 42,3 ; 46,3 ; 46,0 ; 44,2 ; 48,0 ; 11,3 ; 10,7 ; 11,9 ; 5,0 ; 4,7 ; 5,3 ; 2.230 ; 137,4 ; 14.796 ; 3.843 ; 243 ; 411 ; 433 ; 389 ; 572 ; 608 ; 534 ; 270 ; 300 ; 239 ; 400 ; 442 ; 356 ;-22,3 ;-0,1 
2466;Estimates;Africa;;903;;;2;Region;1840;1969; 351.361 ; 356.032 ; 176.830 ; 179.202 ;12,0;98,7;16,8; 9.437 ;26,5; 9.342 ;2,6;26,4; 16.733 ; 2.581 ; 47,0 ; 6,7 ; 2,2 ; 29,3 ; 104 ; 7.296 ; 3.862 ; 3.434 ; 20,5 ; 44,5 ; 42,6 ; 46,5 ; 46,1 ; 44,2 ; 48,1 ; 11,4 ; 10,8 ; 11,9 ; 5,0 ; 4,7 ; 5,3 ; 2.260 ; 135,9 ; 15.177 ; 3.884 ; 239 ; 408 ; 430 ; 386 ; 569 ; 605 ; 530 ; 269 ; 299 ; 238 ; 398 ; 442 ; 354 ;-94,9 ;-0,3 
2467;Estimates;Africa;;903;;;2;Region;1840;1970; 360.703 ; 365.552 ; 181.549 ; 184.003 ;12,4;98,7;16,7; 9.796 ;26,8; 9.697 ;2,7;26,1; 17.150 ; 2.662 ; 46,9 ; 6,7 ; 2,2 ; 29,3 ; 104 ; 7.354 ; 3.881 ; 3.473 ; 20,1 ; 45,0 ; 43,2 ; 46,9 ; 46,4 ; 44,7 ; 48,2 ; 11,4 ; 10,8 ; 11,9 ; 5,0 ; 4,7 ; 5,3 ; 2.289 ; 134,4 ; 15.574 ; 3.919 ; 236 ; 401 ; 421 ; 381 ; 561 ; 596 ; 525 ; 262 ; 290 ; 235 ; 391 ; 432 ; 350 ;-98,8 ;-0,3 
2468;Estimates;Africa;;903;;;2;Region;1840;1971; 370.401 ; 375.326 ; 186.410 ; 188.917 ;12,7;98,7;16,7; 10.172 ;27,1; 9.851 ;2,6;26,4; 17.600 ; 2.780 ; 46,9 ; 6,7 ; 2,2 ; 29,3 ; 104 ; 7.427 ; 3.917 ; 3.510 ; 19,8 ; 45,4 ; 43,6 ; 47,3 ; 46,7 ; 44,9 ; 48,4 ; 11,5 ; 10,9 ; 12,0 ; 5,1 ; 4,8 ; 5,3 ; 2.319 ; 132,7 ; 16.002 ; 3.955 ; 232 ; 395 ; 414 ; 376 ; 555 ; 589 ; 519 ; 258 ; 284 ; 232 ; 387 ; 426 ; 346 ;-321,3 ;-0,9 
2469;Estimates;Africa;;903;;;2;Region;1840;1972; 380.252 ; 385.312 ; 191.379 ; 193.933 ;13,0;98,7;16,6; 10.443 ;27,1; 10.120 ;2,6;26,4; 18.030 ; 2.884 ; 46,8 ; 6,7 ; 2,2 ; 29,3 ; 104 ; 7.587 ; 4.006 ; 3.581 ; 19,7 ; 45,5 ; 43,6 ; 47,4 ; 46,6 ; 44,8 ; 48,4 ; 11,5 ; 10,9 ; 12,0 ; 5,1 ; 4,8 ; 5,3 ; 2.357 ; 131,7 ; 16.407 ; 4.010 ; 230 ; 395 ; 414 ; 374 ; 555 ; 590 ; 519 ; 260 ; 287 ; 233 ; 388 ; 429 ; 347 ;-322,8 ;-0,8 
2470;Estimates;Africa;;903;;;2;Region;1840;1973; 390.372 ; 395.822 ; 196.608 ; 199.214 ;13,4;98,7;16,6; 10.866 ;27,5; 10.899 ;2,8;25,2; 18.463 ; 2.966 ; 46,6 ; 6,7 ; 2,2 ; 29,3 ; 104 ; 7.596 ; 4.011 ; 3.586 ; 19,2 ; 46,1 ; 44,3 ; 48,0 ; 47,0 ; 45,3 ; 48,7 ; 11,5 ; 10,9 ; 12,1 ; 5,1 ; 4,8 ; 5,3 ; 2.377 ; 129,7 ; 16.825 ; 4.023 ; 225 ; 385 ; 404 ; 366 ; 545 ; 580 ; 509 ; 252 ; 278 ; 227 ; 380 ; 419 ; 340 ; 33,0 ; 0,1 
2471;Estimates;Africa;;903;;;2;Region;1840;1974; 401.271 ; 406.870 ; 202.110 ; 204.760 ;13,8;98,7;16,5; 11.246 ;27,6; 11.197 ;2,8;25,2; 18.960 ; 3.077 ; 46,6 ; 6,7 ; 2,3 ; 29,3 ; 104 ; 7.714 ; 4.070 ; 3.643 ; 19,0 ; 46,4 ; 44,6 ; 48,3 ; 47,2 ; 45,5 ; 48,9 ; 11,5 ; 11,0 ; 12,1 ; 5,1 ; 4,8 ; 5,3 ; 2.427 ; 129,0 ; 17.287 ; 4.093 ; 223 ; 380 ; 399 ; 362 ; 540 ; 575 ; 504 ; 248 ; 272 ; 223 ; 375 ; 414 ; 335 ;-48,5 ;-0,1 
2472;Estimates;Africa;;903;;;2;Region;1840;1975; 412.469 ; 418.433 ; 207.876 ; 210.557 ;14,2;98,7;16,5; 11.679 ;27,9; 11.929 ;2,9;24,3; 19.476 ; 3.164 ; 46,5 ; 6,7 ; 2,3 ; 29,3 ; 104 ; 7.797 ; 4.117 ; 3.680 ; 18,6 ; 46,8 ; 45,0 ; 48,7 ; 47,4 ; 45,7 ; 49,1 ; 11,6 ; 11,0 ; 12,1 ; 5,1 ; 4,8 ; 5,3 ; 2.456 ; 127,1 ; 17.783 ; 4.120 ; 219 ; 375 ; 393 ; 356 ; 535 ; 570 ; 499 ; 245 ; 269 ; 220 ; 372 ; 411 ; 332 ; 249,9 ; 0,6 
2473;Estimates;Africa;;903;;;2;Region;1840;1976; 424.398 ; 430.497 ; 213.899 ; 216.598 ;14,6;98,8;16,4; 12.208 ;28,4; 12.198 ;2,8;24,5; 19.987 ; 3.222 ; 46,4 ; 6,7 ; 2,3 ; 29,4 ; 104 ; 7.779 ; 4.099 ; 3.680 ; 18,1 ; 47,5 ; 45,8 ; 49,4 ; 47,6 ; 46,0 ; 49,3 ; 11,7 ; 11,1 ; 12,2 ; 5,1 ; 4,9 ; 5,4 ; 2.452 ; 123,6 ; 18.297 ; 4.079 ; 211 ; 365 ; 383 ; 347 ; 525 ; 559 ; 490 ; 240 ; 265 ; 216 ; 366 ; 405 ; 327 ;-10,2 ;-0,0 
2474;Estimates;Africa;;903;;;2;Region;1840;1977; 436.596 ; 442.660 ; 219.956 ; 222.704 ;15,0;98,8;16,4; 12.656 ;28,6; 12.129 ;2,7;25,3; 20.494 ; 3.275 ; 46,3 ; 6,7 ; 2,3 ; 29,4 ; 104 ; 7.838 ; 4.133 ; 3.704 ; 17,7 ; 48,0 ; 46,2 ; 49,9 ; 47,9 ; 46,2 ; 49,6 ; 11,7 ; 11,1 ; 12,3 ; 5,2 ; 4,9 ; 5,4 ; 2.471 ; 121,4 ; 18.789 ; 4.095 ; 206 ; 358 ; 376 ; 341 ; 518 ; 553 ; 483 ; 236 ; 261 ; 212 ; 362 ; 400 ; 322 ;-527,1 ;-1,2 
2475;Estimates;Africa;;903;;;2;Region;1840;1978; 448.725 ; 455.539 ; 226.354 ; 229.185 ;15,4;98,8;16,3; 13.099 ;28,8; 13.629 ;3,0;23,2; 21.017 ; 3.333 ; 46,1 ; 6,6 ; 2,3 ; 29,4 ; 104 ; 7.918 ; 4.183 ; 3.734 ; 17,4 ; 48,4 ; 46,6 ; 50,3 ; 48,0 ; 46,2 ; 49,8 ; 11,8 ; 11,2 ; 12,3 ; 5,2 ; 4,9 ; 5,4 ; 2.491 ; 119,4 ; 19.297 ; 4.111 ; 202 ; 353 ; 371 ; 334 ; 513 ; 549 ; 476 ; 234 ; 260 ; 209 ; 359 ; 399 ; 318 ; 529,5 ; 1,2 
2476;Estimates;Africa;;903;;;2;Region;1840;1979; 462.353 ; 469.198 ; 233.151 ; 236.047 ;15,9;98,8;16,3; 13.623 ;29,0; 13.690 ;2,9;23,8; 21.601 ; 3.393 ; 46,0 ; 6,6 ; 2,3 ; 29,4 ; 104 ; 7.977 ; 4.216 ; 3.761 ; 17,0 ; 49,0 ; 47,1 ; 50,9 ; 48,2 ; 46,5 ; 50,0 ; 11,8 ; 11,2 ; 12,4 ; 5,2 ; 4,9 ; 5,4 ; 2.509 ; 117,0 ; 19.866 ; 4.123 ; 197 ; 346 ; 363 ; 327 ; 506 ; 541 ; 469 ; 230 ; 254 ; 205 ; 354 ; 394 ; 314 ; 66,6 ; 0,1 
2477;Estimates;Africa;;903;;;2;Region;1840;1980; 476.043 ; 483.051 ; 240.126 ; 242.926 ;16,3;98,8;16,3; 14.101 ;29,2; 14.017 ;2,9;23,9; 22.153 ; 3.450 ; 45,9 ; 6,6 ; 2,3 ; 29,5 ; 104 ; 8.052 ; 4.259 ; 3.793 ; 16,7 ; 49,4 ; 47,5 ; 51,3 ; 48,5 ; 46,7 ; 50,2 ; 11,9 ; 11,3 ; 12,5 ; 5,3 ; 5,0 ; 5,5 ; 2.531 ; 115,0 ; 20.403 ; 4.146 ; 193 ; 339 ; 357 ; 321 ; 500 ; 535 ; 463 ; 226 ; 250 ; 202 ; 350 ; 390 ; 310 ;-84,3 ;-0,2 
2478;Estimates;Africa;;903;;;2;Region;1840;1981; 490.060 ; 497.621 ; 247.462 ; 250.159 ;16,8;98,9;16,3; 14.552 ;29,2; 15.122 ;3,0;22,8; 22.677 ; 3.496 ; 45,6 ; 6,5 ; 2,3 ; 29,5 ; 104 ; 8.125 ; 4.300 ; 3.825 ; 16,3 ; 49,8 ; 47,9 ; 51,8 ; 48,7 ; 46,9 ; 50,4 ; 12,0 ; 11,3 ; 12,5 ; 5,3 ; 5,0 ; 5,5 ; 2.545 ; 113,0 ; 20.914 ; 4.164 ; 190 ; 334 ; 352 ; 316 ; 494 ; 530 ; 457 ; 223 ; 247 ; 198 ; 346 ; 386 ; 306 ; 570,0 ; 1,1 
2479;Estimates;Africa;;903;;;2;Region;1840;1982; 505.182 ; 512.959 ; 255.145 ; 257.814 ;17,4;99,0;16,3; 15.041 ;29,3; 15.554 ;3,0;22,9; 23.259 ; 3.553 ; 45,3 ; 6,5 ; 2,3 ; 29,5 ; 104 ; 8.218 ; 4.353 ; 3.865 ; 16,0 ; 50,2 ; 48,3 ; 52,2 ; 48,8 ; 47,0 ; 50,6 ; 12,0 ; 11,4 ; 12,6 ; 5,3 ; 5,0 ; 5,5 ; 2.558 ; 110,7 ; 21.484 ; 4.179 ; 185 ; 329 ; 347 ; 310 ; 489 ; 526 ; 451 ; 221 ; 245 ; 196 ; 344 ; 384 ; 303 ; 513,1 ; 1,0 
2480;Estimates;Africa;;903;;;2;Region;1840;1983; 520.736 ; 528.232 ; 262.838 ; 265.394 ;17,9;99,0;16,3; 15.160 ;28,7; 14.994 ;2,8;24,4; 23.852 ; 3.645 ; 45,2 ; 6,5 ; 2,3 ; 29,5 ; 104 ; 8.692 ; 4.595 ; 4.097 ; 16,5 ; 49,5 ; 47,7 ; 51,5 ; 48,5 ; 46,7 ; 50,3 ; 11,9 ; 11,3 ; 12,5 ; 5,3 ; 5,0 ; 5,5 ; 2.683 ; 113,1 ; 21.996 ; 4.416 ; 190 ; 337 ; 355 ; 318 ; 499 ; 535 ; 462 ; 225 ; 250 ; 200 ; 351 ; 391 ; 310 ;-166,4 ;-0,3 
2481;Estimates;Africa;;903;;;2;Region;1840;1984; 535.729 ; 543.638 ; 270.567 ; 273.071 ;18,4;99,1;16,3; 15.481 ;28,5; 15.817 ;2,9;23,8; 24.307 ; 3.674 ; 44,7 ; 6,4 ; 2,3 ; 29,5 ; 104 ; 8.826 ; 4.674 ; 4.153 ; 16,2 ; 49,7 ; 47,8 ; 51,7 ; 48,4 ; 46,6 ; 50,3 ; 11,9 ; 11,3 ; 12,5 ; 5,3 ; 5,0 ; 5,5 ; 2.689 ; 111,2 ; 22.444 ; 4.423 ; 187 ; 334 ; 354 ; 315 ; 497 ; 534 ; 459 ; 227 ; 253 ; 200 ; 352 ; 393 ; 310 ; 335,8 ; 0,6 
